class,id
neg,4201.0
neg,4202.0
neg,4203.0
neg,4204.0
neg,4205.0
neg,4206.0
neg,4207.0
neg,4208.0
neg,4209.0
neg,4210.0
neg,4211.0
neg,4212.0
neg,4213.0
neg,4214.0
neg,4215.0
neg,4216.0
neg,4217.0
neg,4218.0
neg,4219.0
neg,4220.0
pos,4221.0
neg,4222.0
neg,4223.0
neg,4224.0
neg,4225.0
neg,4226.0
neg,4227.0
neg,4228.0
neg,4229.0
neg,4230.0
neg,4231.0
neg,4232.0
neg,4233.0
neg,4234.0
neg,4235.0
neg,4236.0
neg,4237.0
neg,4238.0
neg,4239.0
neg,4240.0
neg,4241.0
neg,4242.0
neg,4243.0
neg,4244.0
neg,4245.0
neg,4246.0
neg,4247.0
neg,4248.0
neg,4249.0
neg,4250.0
neg,4251.0
neg,4252.0
neg,4253.0
neg,4254.0
neg,4255.0
neg,4256.0
neg,4257.0
neg,4258.0
neg,4259.0
neg,4260.0
neg,4261.0
neg,4262.0
neg,4263.0
neg,4264.0
neg,4265.0
neg,4266.0
neg,4267.0
neg,4268.0
pos,4269.0
neg,4270.0
neg,4271.0
neg,4272.0
neg,4273.0
neg,4274.0
neg,4275.0
neg,4276.0
neg,4277.0
neg,4278.0
neg,4279.0
neg,4280.0
neg,4281.0
neg,4282.0
neg,4283.0
neg,4284.0
neg,4285.0
neg,4286.0
neg,4287.0
neg,4288.0
neg,4289.0
neg,4290.0
neg,4291.0
neg,4292.0
neg,4293.0
neg,4294.0
neg,4295.0
neg,4296.0
neg,4297.0
neg,4298.0
neg,4299.0
neg,4300.0
neg,4301.0
neg,4302.0
neg,4303.0
neg,4304.0
neg,4305.0
neg,4306.0
neg,4307.0
neg,4308.0
neg,4309.0
neg,4310.0
neg,4311.0
neg,4312.0
neg,4313.0
neg,4314.0
neg,4315.0
neg,4316.0
neg,4317.0
pos,4318.0
neg,4319.0
neg,4320.0
neg,4321.0
neg,4322.0
neg,4323.0
neg,4324.0
neg,4325.0
neg,4326.0
neg,4327.0
pos,4328.0
neg,4329.0
neg,4330.0
neg,4331.0
neg,4332.0
neg,4333.0
neg,4334.0
neg,4335.0
neg,4336.0
neg,4337.0
neg,4338.0
neg,4339.0
neg,4340.0
neg,4341.0
neg,4342.0
neg,4343.0
neg,4344.0
neg,4345.0
neg,4346.0
neg,4347.0
neg,4348.0
neg,4349.0
neg,4350.0
neg,4351.0
neg,4352.0
neg,4353.0
neg,4354.0
neg,4355.0
neg,4356.0
neg,4357.0
neg,4358.0
neg,4359.0
neg,4360.0
neg,4361.0
neg,4362.0
neg,4363.0
neg,4364.0
neg,4365.0
neg,4366.0
neg,4367.0
pos,4368.0
neg,4369.0
neg,4370.0
neg,4371.0
neg,4372.0
neg,4373.0
neg,4374.0
neg,4375.0
neg,4376.0
neg,4377.0
neg,4378.0
neg,4379.0
neg,4380.0
neg,4381.0
neg,4382.0
neg,4383.0
neg,4384.0
pos,4385.0
neg,4386.0
pos,4387.0
neg,4388.0
neg,4389.0
neg,4390.0
neg,4391.0
neg,4392.0
neg,4393.0
neg,4394.0
neg,4395.0
neg,4396.0
neg,4397.0
neg,4398.0
neg,4399.0
neg,4400.0
neg,4401.0
neg,4402.0
neg,4403.0
neg,4404.0
neg,4405.0
pos,4406.0
neg,4407.0
neg,4408.0
neg,4409.0
neg,4410.0
neg,4411.0
neg,4412.0
neg,4413.0
neg,4414.0
pos,4415.0
neg,4416.0
neg,4417.0
neg,4418.0
neg,4419.0
neg,4420.0
neg,4421.0
neg,4422.0
neg,4423.0
neg,4424.0
neg,4425.0
neg,4426.0
neg,4427.0
neg,4428.0
neg,4429.0
neg,4430.0
neg,4431.0
neg,4432.0
neg,4433.0
neg,4434.0
neg,4435.0
neg,4436.0
neg,4437.0
neg,4438.0
neg,4439.0
neg,4440.0
neg,4441.0
neg,4442.0
neg,4443.0
neg,4444.0
neg,4445.0
neg,4446.0
neg,4447.0
neg,4448.0
neg,4449.0
neg,4450.0
neg,4451.0
neg,4452.0
neg,4453.0
neg,4454.0
neg,4455.0
neg,4456.0
neg,4457.0
neg,4458.0
neg,4459.0
neg,4460.0
neg,4461.0
neg,4462.0
neg,4463.0
neg,4464.0
neg,4465.0
neg,4466.0
pos,4467.0
neg,4468.0
neg,4469.0
neg,4470.0
neg,4471.0
neg,4472.0
neg,4473.0
neg,4474.0
pos,4475.0
neg,4476.0
neg,4477.0
neg,4478.0
neg,4479.0
neg,4480.0
neg,4481.0
pos,4482.0
neg,4483.0
neg,4484.0
neg,4485.0
neg,4486.0
neg,4487.0
neg,4488.0
neg,4489.0
neg,4490.0
neg,4491.0
neg,4492.0
neg,4493.0
neg,4494.0
neg,4495.0
neg,4496.0
neg,4497.0
neg,4498.0
neg,4499.0
pos,4500.0
neg,4501.0
neg,4502.0
neg,4503.0
neg,4504.0
neg,4505.0
neg,4506.0
neg,4507.0
neg,4508.0
neg,4509.0
neg,4510.0
neg,4511.0
neg,4512.0
neg,4513.0
neg,4514.0
neg,4515.0
pos,4516.0
neg,4517.0
neg,4518.0
neg,4519.0
neg,4520.0
neg,4521.0
neg,4522.0
neg,4523.0
neg,4524.0
neg,4525.0
neg,4526.0
neg,4527.0
neg,4528.0
neg,4529.0
neg,4530.0
neg,4531.0
neg,4532.0
neg,4533.0
neg,4534.0
neg,4535.0
neg,4536.0
neg,4537.0
neg,4538.0
neg,4539.0
neg,4540.0
neg,4541.0
neg,4542.0
neg,4543.0
pos,4544.0
neg,4545.0
neg,4546.0
neg,4547.0
neg,4548.0
neg,4549.0
neg,4550.0
neg,4551.0
neg,4552.0
neg,4553.0
neg,4554.0
neg,4555.0
neg,4556.0
neg,4557.0
neg,4558.0
neg,4559.0
neg,4560.0
neg,4561.0
neg,4562.0
neg,4563.0
neg,4564.0
neg,4565.0
neg,4566.0
neg,4567.0
neg,4568.0
neg,4569.0
neg,4570.0
neg,4571.0
neg,4572.0
neg,4573.0
neg,4574.0
neg,4575.0
neg,4576.0
neg,4577.0
neg,4578.0
neg,4579.0
neg,4580.0
neg,4581.0
neg,4582.0
neg,4583.0
neg,4584.0
neg,4585.0
neg,4586.0
neg,4587.0
neg,4588.0
neg,4589.0
neg,4590.0
neg,4591.0
neg,4592.0
neg,4593.0
neg,4594.0
neg,4595.0
neg,4596.0
neg,4597.0
neg,4598.0
neg,4599.0
neg,4600.0
neg,4601.0
neg,4602.0
neg,4603.0
neg,4604.0
neg,4605.0
neg,4606.0
neg,4607.0
neg,4608.0
neg,4609.0
neg,4610.0
neg,4611.0
neg,4612.0
neg,4613.0
neg,4614.0
neg,4615.0
neg,4616.0
neg,4617.0
neg,4618.0
neg,4619.0
neg,4620.0
neg,4621.0
neg,4622.0
neg,4623.0
neg,4624.0
neg,4625.0
neg,4626.0
neg,4627.0
neg,4628.0
neg,4629.0
neg,4630.0
neg,4631.0
neg,4632.0
neg,4633.0
neg,4634.0
neg,4635.0
neg,4636.0
neg,4637.0
neg,4638.0
neg,4639.0
neg,4640.0
neg,4641.0
neg,4642.0
neg,4643.0
neg,4644.0
neg,4645.0
neg,4646.0
neg,4647.0
neg,4648.0
neg,4649.0
neg,4650.0
neg,4651.0
neg,4652.0
neg,4653.0
neg,4654.0
pos,4655.0
neg,4656.0
neg,4657.0
neg,4658.0
neg,4659.0
neg,4660.0
neg,4661.0
neg,4662.0
neg,4663.0
neg,4664.0
neg,4665.0
neg,4666.0
neg,4667.0
neg,4668.0
neg,4669.0
neg,4670.0
neg,4671.0
neg,4672.0
neg,4673.0
neg,4674.0
neg,4675.0
neg,4676.0
neg,4677.0
neg,4678.0
neg,4679.0
neg,4680.0
neg,4681.0
neg,4682.0
pos,4683.0
neg,4684.0
neg,4685.0
neg,4686.0
neg,4687.0
neg,4688.0
neg,4689.0
neg,4690.0
neg,4691.0
neg,4692.0
neg,4693.0
neg,4694.0
pos,4695.0
neg,4696.0
neg,4697.0
neg,4698.0
neg,4699.0
neg,4700.0
neg,4701.0
neg,4702.0
neg,4703.0
neg,4704.0
neg,4705.0
neg,4706.0
neg,4707.0
neg,4708.0
neg,4709.0
neg,4710.0
neg,4711.0
neg,4712.0
neg,4713.0
neg,4714.0
neg,4715.0
neg,4716.0
neg,4717.0
pos,4718.0
neg,4719.0
neg,4720.0
neg,4721.0
neg,4722.0
neg,4723.0
neg,4724.0
neg,4725.0
neg,4726.0
neg,4727.0
neg,4728.0
neg,4729.0
neg,4730.0
neg,4731.0
neg,4732.0
neg,4733.0
neg,4734.0
neg,4735.0
neg,4736.0
neg,4737.0
neg,4738.0
neg,4739.0
neg,4740.0
neg,4741.0
neg,4742.0
neg,4743.0
neg,4744.0
neg,4745.0
neg,4746.0
neg,4747.0
neg,4748.0
neg,4749.0
neg,4750.0
neg,4751.0
neg,4752.0
neg,4753.0
neg,4754.0
neg,4755.0
neg,4756.0
neg,4757.0
neg,4758.0
neg,4759.0
neg,4760.0
neg,4761.0
neg,4762.0
neg,4763.0
neg,4764.0
neg,4765.0
neg,4766.0
neg,4767.0
neg,4768.0
neg,4769.0
neg,4770.0
neg,4771.0
neg,4772.0
neg,4773.0
neg,4774.0
neg,4775.0
neg,4776.0
neg,4777.0
neg,4778.0
neg,4779.0
neg,4780.0
neg,4781.0
neg,4782.0
pos,4783.0
neg,4784.0
neg,4785.0
neg,4786.0
neg,4787.0
neg,4788.0
neg,4789.0
neg,4790.0
neg,4791.0
neg,4792.0
neg,4793.0
neg,4794.0
neg,4795.0
neg,4796.0
neg,4797.0
neg,4798.0
neg,4799.0
neg,4800.0
neg,4801.0
neg,4802.0
neg,4803.0
neg,4804.0
neg,4805.0
neg,4806.0
neg,4807.0
neg,4808.0
neg,4809.0
neg,4810.0
pos,4811.0
neg,4812.0
neg,4813.0
pos,4814.0
neg,4815.0
neg,4816.0
neg,4817.0
neg,4818.0
neg,4819.0
neg,4820.0
neg,4821.0
neg,4822.0
neg,4823.0
neg,4824.0
neg,4825.0
neg,4826.0
neg,4827.0
neg,4828.0
neg,4829.0
neg,4830.0
neg,4831.0
neg,4832.0
neg,4833.0
neg,4834.0
neg,4835.0
neg,4836.0
neg,4837.0
neg,4838.0
neg,4839.0
neg,4840.0
neg,4841.0
neg,4842.0
neg,4843.0
neg,4844.0
neg,4845.0
neg,4846.0
neg,4847.0
neg,4848.0
neg,4849.0
neg,4850.0
neg,4851.0
neg,4852.0
neg,4853.0
neg,4854.0
neg,4855.0
neg,4856.0
neg,4857.0
neg,4858.0
neg,4859.0
neg,4860.0
neg,4861.0
neg,4862.0
neg,4863.0
neg,4864.0
neg,4865.0
neg,4866.0
pos,4867.0
neg,4868.0
neg,4869.0
neg,4870.0
neg,4871.0
neg,4872.0
neg,4873.0
neg,4874.0
neg,4875.0
neg,4876.0
neg,4877.0
neg,4878.0
neg,4879.0
neg,4880.0
neg,4881.0
neg,4882.0
neg,4883.0
neg,4884.0
neg,4885.0
neg,4886.0
neg,4887.0
neg,4888.0
neg,4889.0
pos,4890.0
neg,4891.0
pos,4892.0
neg,4893.0
neg,4894.0
neg,4895.0
neg,4896.0
neg,4897.0
neg,4898.0
neg,4899.0
pos,4900.0
neg,4901.0
neg,4902.0
neg,4903.0
neg,4904.0
neg,4905.0
neg,4906.0
neg,4907.0
neg,4908.0
neg,4909.0
neg,4910.0
neg,4911.0
neg,4912.0
neg,4913.0
neg,4914.0
neg,4915.0
neg,4916.0
neg,4917.0
neg,4918.0
neg,4919.0
neg,4920.0
neg,4921.0
neg,4922.0
neg,4923.0
neg,4924.0
neg,4925.0
neg,4926.0
neg,4927.0
neg,4928.0
neg,4929.0
neg,4930.0
neg,4931.0
neg,4932.0
neg,4933.0
neg,4934.0
neg,4935.0
pos,4936.0
neg,4937.0
neg,4938.0
neg,4939.0
neg,4940.0
neg,4941.0
neg,4942.0
neg,4943.0
neg,4944.0
neg,4945.0
neg,4946.0
neg,4947.0
neg,4948.0
neg,4949.0
neg,4950.0
neg,4951.0
neg,4952.0
neg,4953.0
neg,4954.0
neg,4955.0
neg,4956.0
neg,4957.0
neg,4958.0
neg,4959.0
neg,4960.0
neg,4961.0
neg,4962.0
neg,4963.0
neg,4964.0
neg,4965.0
neg,4966.0
neg,4967.0
neg,4968.0
neg,4969.0
neg,4970.0
neg,4971.0
neg,4972.0
neg,4973.0
pos,4974.0
neg,4975.0
neg,4976.0
neg,4977.0
neg,4978.0
neg,4979.0
neg,4980.0
neg,4981.0
neg,4982.0
neg,4983.0
neg,4984.0
neg,4985.0
neg,4986.0
neg,4987.0
neg,4988.0
neg,4989.0
neg,4990.0
neg,4991.0
neg,4992.0
neg,4993.0
neg,4994.0
neg,4995.0
neg,4996.0
neg,4997.0
neg,4998.0
neg,4999.0
neg,5000.0
neg,5001.0
neg,5002.0
neg,5003.0
neg,5004.0
neg,5005.0
neg,5006.0
neg,5007.0
neg,5008.0
neg,5009.0
neg,5010.0
neg,5011.0
neg,5012.0
neg,5013.0
neg,5014.0
neg,5015.0
neg,5016.0
neg,5017.0
neg,5018.0
neg,5019.0
neg,5020.0
neg,5021.0
neg,5022.0
neg,5023.0
neg,5024.0
neg,5025.0
neg,5026.0
neg,5027.0
neg,5028.0
neg,5029.0
neg,5030.0
neg,5031.0
neg,5032.0
neg,5033.0
neg,5034.0
neg,5035.0
neg,5036.0
neg,5037.0
neg,5038.0
neg,5039.0
neg,5040.0
neg,5041.0
pos,5042.0
neg,5043.0
neg,5044.0
neg,5045.0
neg,5046.0
neg,5047.0
neg,5048.0
neg,5049.0
neg,5050.0
neg,5051.0
neg,5052.0
neg,5053.0
neg,5054.0
neg,5055.0
neg,5056.0
neg,5057.0
neg,5058.0
neg,5059.0
neg,5060.0
neg,5061.0
neg,5062.0
neg,5063.0
neg,5064.0
neg,5065.0
neg,5066.0
neg,5067.0
neg,5068.0
neg,5069.0
pos,5070.0
pos,5071.0
neg,5072.0
neg,5073.0
neg,5074.0
neg,5075.0
neg,5076.0
neg,5077.0
neg,5078.0
neg,5079.0
neg,5080.0
neg,5081.0
neg,5082.0
neg,5083.0
neg,5084.0
pos,5085.0
neg,5086.0
neg,5087.0
neg,5088.0
neg,5089.0
pos,5090.0
neg,5091.0
neg,5092.0
pos,5093.0
neg,5094.0
neg,5095.0
neg,5096.0
neg,5097.0
neg,5098.0
neg,5099.0
neg,5100.0
neg,5101.0
pos,5102.0
neg,5103.0
neg,5104.0
neg,5105.0
pos,5106.0
neg,5107.0
neg,5108.0
neg,5109.0
neg,5110.0
neg,5111.0
neg,5112.0
neg,5113.0
neg,5114.0
neg,5115.0
neg,5116.0
neg,5117.0
neg,5118.0
neg,5119.0
neg,5120.0
neg,5121.0
neg,5122.0
neg,5123.0
neg,5124.0
neg,5125.0
neg,5126.0
neg,5127.0
neg,5128.0
neg,5129.0
neg,5130.0
neg,5131.0
neg,5132.0
neg,5133.0
neg,5134.0
neg,5135.0
neg,5136.0
neg,5137.0
neg,5138.0
neg,5139.0
neg,5140.0
neg,5141.0
neg,5142.0
neg,5143.0
neg,5144.0
neg,5145.0
pos,5146.0
neg,5147.0
neg,5148.0
neg,5149.0
neg,5150.0
neg,5151.0
neg,5152.0
neg,5153.0
neg,5154.0
neg,5155.0
neg,5156.0
neg,5157.0
neg,5158.0
pos,5159.0
neg,5160.0
neg,5161.0
neg,5162.0
neg,5163.0
neg,5164.0
neg,5165.0
neg,5166.0
neg,5167.0
neg,5168.0
neg,5169.0
pos,5170.0
neg,5171.0
neg,5172.0
pos,5173.0
neg,5174.0
neg,5175.0
neg,5176.0
neg,5177.0
neg,5178.0
neg,5179.0
neg,5180.0
neg,5181.0
neg,5182.0
neg,5183.0
neg,5184.0
neg,5185.0
neg,5186.0
neg,5187.0
neg,5188.0
neg,5189.0
neg,5190.0
pos,5191.0
neg,5192.0
neg,5193.0
neg,5194.0
neg,5195.0
neg,5196.0
neg,5197.0
neg,5198.0
neg,5199.0
neg,5200.0
neg,5201.0
neg,5202.0
neg,5203.0
neg,5204.0
neg,5205.0
neg,5206.0
neg,5207.0
neg,5208.0
neg,5209.0
neg,5210.0
neg,5211.0
neg,5212.0
pos,5213.0
neg,5214.0
neg,5215.0
neg,5216.0
neg,5217.0
neg,5218.0
neg,5219.0
neg,5220.0
neg,5221.0
neg,5222.0
neg,5223.0
neg,5224.0
neg,5225.0
neg,5226.0
neg,5227.0
neg,5228.0
neg,5229.0
neg,5230.0
neg,5231.0
neg,5232.0
neg,5233.0
neg,5234.0
neg,5235.0
neg,5236.0
neg,5237.0
neg,5238.0
neg,5239.0
neg,5240.0
neg,5241.0
neg,5242.0
neg,5243.0
neg,5244.0
neg,5245.0
neg,5246.0
pos,5247.0
neg,5248.0
neg,5249.0
neg,5250.0
neg,5251.0
neg,5252.0
neg,5253.0
neg,5254.0
neg,5255.0
neg,5256.0
neg,5257.0
neg,5258.0
neg,5259.0
neg,5260.0
neg,5261.0
neg,5262.0
neg,5263.0
neg,5264.0
neg,5265.0
neg,5266.0
neg,5267.0
neg,5268.0
neg,5269.0
neg,5270.0
neg,5271.0
neg,5272.0
neg,5273.0
neg,5274.0
neg,5275.0
neg,5276.0
neg,5277.0
neg,5278.0
neg,5279.0
neg,5280.0
neg,5281.0
neg,5282.0
neg,5283.0
neg,5284.0
neg,5285.0
neg,5286.0
pos,5287.0
neg,5288.0
neg,5289.0
neg,5290.0
neg,5291.0
neg,5292.0
pos,5293.0
neg,5294.0
neg,5295.0
neg,5296.0
neg,5297.0
neg,5298.0
neg,5299.0
neg,5300.0
neg,5301.0
neg,5302.0
neg,5303.0
neg,5304.0
neg,5305.0
neg,5306.0
neg,5307.0
neg,5308.0
neg,5309.0
neg,5310.0
neg,5311.0
neg,5312.0
neg,5313.0
neg,5314.0
neg,5315.0
neg,5316.0
neg,5317.0
neg,5318.0
neg,5319.0
neg,5320.0
neg,5321.0
neg,5322.0
neg,5323.0
neg,5324.0
neg,5325.0
neg,5326.0
neg,5327.0
neg,5328.0
neg,5329.0
neg,5330.0
neg,5331.0
neg,5332.0
neg,5333.0
neg,5334.0
neg,5335.0
neg,5336.0
neg,5337.0
neg,5338.0
neg,5339.0
neg,5340.0
neg,5341.0
neg,5342.0
neg,5343.0
neg,5344.0
neg,5345.0
neg,5346.0
neg,5347.0
neg,5348.0
neg,5349.0
neg,5350.0
neg,5351.0
neg,5352.0
neg,5353.0
neg,5354.0
neg,5355.0
neg,5356.0
neg,5357.0
pos,5358.0
neg,5359.0
neg,5360.0
pos,5361.0
neg,5362.0
neg,5363.0
neg,5364.0
neg,5365.0
neg,5366.0
neg,5367.0
neg,5368.0
neg,5369.0
neg,5370.0
neg,5371.0
neg,5372.0
neg,5373.0
neg,5374.0
neg,5375.0
neg,5376.0
neg,5377.0
neg,5378.0
neg,5379.0
neg,5380.0
neg,5381.0
pos,5382.0
neg,5383.0
neg,5384.0
neg,5385.0
neg,5386.0
neg,5387.0
neg,5388.0
neg,5389.0
neg,5390.0
neg,5391.0
neg,5392.0
neg,5393.0
neg,5394.0
neg,5395.0
neg,5396.0
neg,5397.0
neg,5398.0
neg,5399.0
neg,5400.0
neg,5401.0
neg,5402.0
neg,5403.0
neg,5404.0
neg,5405.0
neg,5406.0
neg,5407.0
neg,5408.0
neg,5409.0
neg,5410.0
neg,5411.0
neg,5412.0
neg,5413.0
neg,5414.0
neg,5415.0
neg,5416.0
neg,5417.0
neg,5418.0
neg,5419.0
neg,5420.0
neg,5421.0
neg,5422.0
neg,5423.0
neg,5424.0
neg,5425.0
neg,5426.0
neg,5427.0
neg,5428.0
neg,5429.0
neg,5430.0
neg,5431.0
neg,5432.0
neg,5433.0
neg,5434.0
neg,5435.0
neg,5436.0
neg,5437.0
neg,5438.0
neg,5439.0
neg,5440.0
neg,5441.0
neg,5442.0
neg,5443.0
neg,5444.0
neg,5445.0
neg,5446.0
neg,5447.0
neg,5448.0
pos,5449.0
neg,5450.0
neg,5451.0
neg,5452.0
neg,5453.0
neg,5454.0
neg,5455.0
neg,5456.0
neg,5457.0
neg,5458.0
neg,5459.0
neg,5460.0
pos,5461.0
neg,5462.0
neg,5463.0
neg,5464.0
neg,5465.0
neg,5466.0
neg,5467.0
neg,5468.0
neg,5469.0
neg,5470.0
neg,5471.0
neg,5472.0
neg,5473.0
neg,5474.0
neg,5475.0
neg,5476.0
neg,5477.0
neg,5478.0
neg,5479.0
neg,5480.0
neg,5481.0
neg,5482.0
neg,5483.0
neg,5484.0
neg,5485.0
neg,5486.0
neg,5487.0
neg,5488.0
neg,5489.0
neg,5490.0
neg,5491.0
pos,5492.0
neg,5493.0
neg,5494.0
neg,5495.0
neg,5496.0
neg,5497.0
neg,5498.0
neg,5499.0
neg,5500.0
neg,5501.0
neg,5502.0
neg,5503.0
neg,5504.0
neg,5505.0
neg,5506.0
neg,5507.0
neg,5508.0
neg,5509.0
neg,5510.0
neg,5511.0
neg,5512.0
neg,5513.0
neg,5514.0
neg,5515.0
neg,5516.0
neg,5517.0
neg,5518.0
neg,5519.0
neg,5520.0
neg,5521.0
neg,5522.0
neg,5523.0
neg,5524.0
neg,5525.0
neg,5526.0
neg,5527.0
neg,5528.0
neg,5529.0
neg,5530.0
neg,5531.0
neg,5532.0
neg,5533.0
neg,5534.0
neg,5535.0
neg,5536.0
neg,5537.0
neg,5538.0
neg,5539.0
neg,5540.0
neg,5541.0
neg,5542.0
neg,5543.0
neg,5544.0
neg,5545.0
neg,5546.0
neg,5547.0
neg,5548.0
neg,5549.0
neg,5550.0
neg,5551.0
neg,5552.0
neg,5553.0
neg,5554.0
neg,5555.0
pos,5556.0
neg,5557.0
neg,5558.0
neg,5559.0
neg,5560.0
neg,5561.0
neg,5562.0
neg,5563.0
neg,5564.0
neg,5565.0
neg,5566.0
neg,5567.0
neg,5568.0
neg,5569.0
neg,5570.0
neg,5571.0
neg,5572.0
neg,5573.0
neg,5574.0
neg,5575.0
neg,5576.0
neg,5577.0
neg,5578.0
neg,5579.0
neg,5580.0
neg,5581.0
neg,5582.0
neg,5583.0
neg,5584.0
pos,5585.0
neg,5586.0
neg,5587.0
neg,5588.0
pos,5589.0
neg,5590.0
neg,5591.0
neg,5592.0
neg,5593.0
neg,5594.0
neg,5595.0
neg,5596.0
neg,5597.0
neg,5598.0
neg,5599.0
neg,5600.0
neg,5601.0
neg,5602.0
neg,5603.0
neg,5604.0
neg,5605.0
neg,5606.0
neg,5607.0
neg,5608.0
neg,5609.0
neg,5610.0
neg,5611.0
neg,5612.0
neg,5613.0
neg,5614.0
neg,5615.0
neg,5616.0
neg,5617.0
neg,5618.0
neg,5619.0
neg,5620.0
neg,5621.0
neg,5622.0
neg,5623.0
neg,5624.0
neg,5625.0
neg,5626.0
neg,5627.0
neg,5628.0
neg,5629.0
neg,5630.0
neg,5631.0
neg,5632.0
neg,5633.0
pos,5634.0
neg,5635.0
neg,5636.0
neg,5637.0
neg,5638.0
neg,5639.0
neg,5640.0
neg,5641.0
pos,5642.0
neg,5643.0
neg,5644.0
neg,5645.0
neg,5646.0
neg,5647.0
neg,5648.0
neg,5649.0
neg,5650.0
neg,5651.0
neg,5652.0
neg,5653.0
neg,5654.0
neg,5655.0
neg,5656.0
neg,5657.0
neg,5658.0
neg,5659.0
neg,5660.0
neg,5661.0
neg,5662.0
neg,5663.0
neg,5664.0
neg,5665.0
neg,5666.0
neg,5667.0
neg,5668.0
neg,5669.0
neg,5670.0
neg,5671.0
neg,5672.0
pos,5673.0
neg,5674.0
neg,5675.0
neg,5676.0
neg,5677.0
neg,5678.0
neg,5679.0
neg,5680.0
neg,5681.0
neg,5682.0
neg,5683.0
neg,5684.0
neg,5685.0
neg,5686.0
neg,5687.0
pos,5688.0
neg,5689.0
neg,5690.0
neg,5691.0
neg,5692.0
neg,5693.0
neg,5694.0
neg,5695.0
neg,5696.0
neg,5697.0
neg,5698.0
neg,5699.0
neg,5700.0
neg,5701.0
neg,5702.0
neg,5703.0
neg,5704.0
neg,5705.0
neg,5706.0
neg,5707.0
neg,5708.0
neg,5709.0
neg,5710.0
neg,5711.0
neg,5712.0
neg,5713.0
neg,5714.0
neg,5715.0
pos,5716.0
pos,5717.0
neg,5718.0
neg,5719.0
neg,5720.0
neg,5721.0
neg,5722.0
neg,5723.0
neg,5724.0
neg,5725.0
neg,5726.0
neg,5727.0
neg,5728.0
neg,5729.0
neg,5730.0
neg,5731.0
neg,5732.0
neg,5733.0
neg,5734.0
neg,5735.0
neg,5736.0
neg,5737.0
neg,5738.0
neg,5739.0
neg,5740.0
neg,5741.0
neg,5742.0
neg,5743.0
neg,5744.0
neg,5745.0
neg,5746.0
neg,5747.0
neg,5748.0
neg,5749.0
neg,5750.0
neg,5751.0
neg,5752.0
neg,5753.0
neg,5754.0
neg,5755.0
neg,5756.0
neg,5757.0
neg,5758.0
neg,5759.0
neg,5760.0
neg,5761.0
neg,5762.0
neg,5763.0
neg,5764.0
neg,5765.0
neg,5766.0
neg,5767.0
neg,5768.0
neg,5769.0
neg,5770.0
neg,5771.0
neg,5772.0
neg,5773.0
neg,5774.0
neg,5775.0
neg,5776.0
neg,5777.0
neg,5778.0
neg,5779.0
neg,5780.0
neg,5781.0
neg,5782.0
neg,5783.0
neg,5784.0
neg,5785.0
neg,5786.0
neg,5787.0
neg,5788.0
neg,5789.0
neg,5790.0
neg,5791.0
neg,5792.0
neg,5793.0
neg,5794.0
neg,5795.0
neg,5796.0
neg,5797.0
neg,5798.0
neg,5799.0
neg,5800.0
neg,5801.0
neg,5802.0
neg,5803.0
neg,5804.0
neg,5805.0
neg,5806.0
neg,5807.0
neg,5808.0
neg,5809.0
neg,5810.0
neg,5811.0
pos,5812.0
neg,5813.0
neg,5814.0
neg,5815.0
neg,5816.0
neg,5817.0
neg,5818.0
neg,5819.0
neg,5820.0
neg,5821.0
neg,5822.0
neg,5823.0
neg,5824.0
neg,5825.0
neg,5826.0
neg,5827.0
neg,5828.0
neg,5829.0
neg,5830.0
neg,5831.0
neg,5832.0
neg,5833.0
neg,5834.0
neg,5835.0
neg,5836.0
neg,5837.0
neg,5838.0
neg,5839.0
neg,5840.0
neg,5841.0
neg,5842.0
neg,5843.0
neg,5844.0
neg,5845.0
neg,5846.0
neg,5847.0
neg,5848.0
neg,5849.0
neg,5850.0
neg,5851.0
pos,5852.0
neg,5853.0
neg,5854.0
neg,5855.0
neg,5856.0
neg,5857.0
neg,5858.0
neg,5859.0
neg,5860.0
neg,5861.0
pos,5862.0
neg,5863.0
neg,5864.0
neg,5865.0
neg,5866.0
neg,5867.0
neg,5868.0
neg,5869.0
neg,5870.0
neg,5871.0
neg,5872.0
neg,5873.0
neg,5874.0
neg,5875.0
neg,5876.0
neg,5877.0
neg,5878.0
neg,5879.0
neg,5880.0
neg,5881.0
neg,5882.0
neg,5883.0
neg,5884.0
neg,5885.0
neg,5886.0
pos,5887.0
neg,5888.0
neg,5889.0
neg,5890.0
neg,5891.0
neg,5892.0
neg,5893.0
neg,5894.0
neg,5895.0
neg,5896.0
neg,5897.0
neg,5898.0
neg,5899.0
neg,5900.0
neg,5901.0
neg,5902.0
neg,5903.0
pos,5904.0
neg,5905.0
neg,5906.0
neg,5907.0
neg,5908.0
neg,5909.0
neg,5910.0
neg,5911.0
neg,5912.0
neg,5913.0
neg,5914.0
neg,5915.0
neg,5916.0
neg,5917.0
neg,5918.0
neg,5919.0
neg,5920.0
neg,5921.0
neg,5922.0
neg,5923.0
neg,5924.0
neg,5925.0
neg,5926.0
neg,5927.0
neg,5928.0
neg,5929.0
neg,5930.0
neg,5931.0
neg,5932.0
neg,5933.0
neg,5934.0
pos,5935.0
neg,5936.0
neg,5937.0
neg,5938.0
neg,5939.0
neg,5940.0
neg,5941.0
neg,5942.0
neg,5943.0
neg,5944.0
neg,5945.0
neg,5946.0
neg,5947.0
neg,5948.0
neg,5949.0
